respondent_id,village_block,membership_duration_months,membership_duration,shg_meetings_attended_monthly,engagement_level,scheme_awareness_count,awareness_score,household_income_increase_percent,satisfaction_level,future_program_confidence,referral_likelihood,savings_participation,credit_participation,agricultural_intervention,livestock_activity,nonfarm_enterprise,didi_ki_rasoi,producer_groups,vo_participation,barrier_lack_of_info,barrier_access_difficulty,barrier_inadequate_capital,barrier_poor_market,barrier_skill_gap,barrier_family_opposition
503,Block D,42,60,2,active,7,7,20,4,4,6,0,0,1,0,1,0,1,0,1,0,1,1,0,1
504,Block C,32,51,2,active,5,5,20,3,3,8,1,0,0,0,0,0,0,1,1,0,1,0,0,0
505,Block A,49,32,3,active,6,6,16,3,4,8,0,1,1,0,1,1,0,1,0,0,0,0,1,1
506,Block D,9,43,3,active,6,6,27,4,3,8,0,0,1,0,0,0,1,1,0,1,0,1,1,0
507,Block C,43,36,2,active,5,5,17,4,3,8,1,1,0,0,1,0,1,0,0,0,0,0,0,0
508,Block A,25,41,2,active,5,5,22,3,4,7,1,0,0,1,1,0,0,1,0,1,0,1,0,0
509,Block B,26,58,2,active,5,5,24,3,4,8,0,0,1,0,0,1,0,0,0,1,1,0,0,1
510,Block D,14,42,2,moderate,4,4,21,3,3,8,1,0,1,0,1,1,0,0,0,1,0,0,1,0
511,Block B,11,12,3,moderate,4,4,22,3,4,5,0,1,0,1,0,0,0,0,1,0,1,0,0,1
512,Block A,44,33,2,moderate,5,5,11,4,3,7,0,0,0,0,1,1,0,1,0,0,0,0,1,1
513,Block C,52,51,3,active,7,7,16,3,3,5,1,1,1,1,0,1,0,1,0,0,0,1,0,0
514,Block D,56,8,3,moderate,4,4,19,4,4,7,1,0,0,0,1,1,0,1,1,0,1,0,0,0
515,Block C,19,25,3,moderate,4,4,18,4,3,6,0,0,1,1,0,0,1,1,0,0,0,0,0,0
516,Block D,47,17,3,moderate,5,5,29,4,4,6,0,0,0,1,0,1,1,0,1,0,1,0,0,1
517,Block A,12,45,2,moderate,6,6,28,3,4,8,0,0,0,0,0,1,1,1,1,0,0,0,0,0
518,Block C,48,13,2,active,4,4,24,3,4,7,0,1,1,1,1,0,0,0,0,1,0,0,0,1
519,Block C,37,40,3,active,4,4,17,3,4,7,1,1,0,1,0,0,0,0,0,0,0,0,1,1
520,Block D,53,9,3,moderate,4,4,11,4,4,8,0,0,1,1,1,0,0,1,0,1,0,0,0,0
521,Block C,9,56,3,moderate,5,5,25,4,3,5,1,0,1,0,0,0,1,1,1,1,1,1,1,0
522,Block D,48,23,2,active,4,4,28,3,4,7,0,1,0,0,1,0,0,0,0,0,1,0,0,1
523,Block A,31,28,3,active,7,7,20,3,3,5,1,1,0,0,0,1,1,0,1,0,1,0,0,1
524,Block A,37,49,2,active,7,7,27,4,4,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0
525,Block C,35,26,2,active,5,5,29,4,4,5,0,1,1,0,1,0,1,0,1,1,1,1,0,0
526,Block A,45,12,3,moderate,4,4,21,4,4,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0
527,Block D,38,55,2,moderate,4,4,14,4,3,7,0,0,1,1,0,1,0,1,1,0,0,0,0,0
528,Block A,28,12,2,active,5,5,10,4,4,8,1,1,0,0,1,0,1,0,0,0,1,0,0,1
529,Block C,29,33,2,active,5,5,25,3,3,6,1,1,0,1,0,0,0,0,0,0,1,0,1,0
530,Block B,9,12,2,active,6,6,21,3,4,8,1,1,0,0,0,1,1,0,1,1,1,0,0,1
531,Block C,45,44,3,active,5,5,13,4,4,6,0,0,1,1,0,0,0,1,0,1,1,0,0,0
532,Block C,44,20,3,moderate,5,5,11,3,4,5,1,0,0,0,1,0,1,0,0,1,0,1,1,1
533,Block B,37,57,3,moderate,5,5,30,4,3,5,1,1,0,0,1,1,1,0,1,0,0,0,0,0
534,Block B,45,17,2,moderate,6,6,16,4,3,5,1,0,0,0,1,1,0,1,1,0,0,1,1,1
535,Block C,20,42,3,active,6,6,16,3,3,6,1,0,0,0,1,0,1,1,0,0,0,0,0,0
536,Block C,18,6,3,moderate,4,4,23,3,4,6,1,1,1,0,0,1,1,0,0,0,0,0,0,1
537,Block C,56,12,2,moderate,5,5,17,3,4,8,0,0,1,0,0,1,1,1,0,0,0,0,0,0
538,Block B,58,21,3,active,6,6,29,4,4,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0
539,Block B,52,54,3,moderate,6,6,24,4,4,6,0,0,0,0,0,1,0,1,0,1,0,1,0,0
540,Block A,8,60,3,moderate,6,6,17,4,3,8,0,1,1,0,0,0,1,0,0,0,1,0,0,0
541,Block D,36,39,3,moderate,6,6,15,4,3,5,1,0,0,0,1,0,0,1,0,0,0,1,0,0
542,Block A,46,24,3,active,6,6,28,4,3,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0
543,Block B,8,23,3,active,5,5,22,3,3,5,0,0,1,1,0,0,0,1,1,1,0,0,0,0
544,Block D,59,17,3,active,6,6,29,3,4,7,0,0,0,0,0,0,1,1,0,1,0,0,0,0
545,Block D,49,24,3,active,5,5,17,4,4,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0
546,Block B,23,33,2,active,5,5,10,4,3,5,1,1,0,1,0,0,1,1,1,0,0,0,0,1
547,Block B,33,43,3,moderate,4,4,28,4,4,6,1,0,0,1,0,1,0,0,1,0,1,1,0,0
548,Block B,56,18,3,active,5,5,15,3,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0
549,Block C,52,7,2,active,4,4,27,3,3,8,1,0,0,0,0,1,0,0,1,0,0,0,0,1
550,Block A,51,36,3,moderate,4,4,24,3,3,8,1,0,1,1,1,0,1,1,0,0,0,1,0,0
551,Block D,60,19,3,moderate,5,5,14,3,3,5,1,0,1,1,1,0,0,1,0,0,0,0,1,0
552,Block D,46,28,3,active,6,6,25,4,3,6,0,1,1,1,1,1,1,1,0,0,0,1,0,1
553,Block B,57,45,3,moderate,7,7,11,3,4,8,0,1,1,0,1,1,0,1,0,0,0,0,0,1
554,Block A,58,55,2,active,4,4,18,3,4,5,0,1,1,0,1,0,1,1,0,1,1,1,0,0
555,Block C,7,35,3,active,7,7,17,4,3,8,0,0,0,1,0,0,1,1,0,0,0,0,0,0
556,Block C,41,57,3,moderate,5,5,23,4,3,5,1,1,0,0,1,1,0,1,1,0,0,1,0,1
557,Block C,24,20,2,active,6,6,21,3,3,7,0,1,0,1,0,1,0,0,0,1,1,0,1,1
558,Block A,33,45,3,active,6,6,22,4,3,8,0,0,1,0,0,0,0,0,0,0,0,1,1,0
559,Block C,15,59,2,active,7,7,20,4,4,7,1,0,1,0,0,1,1,1,0,0,0,0,1,0
560,Block A,43,17,2,moderate,4,4,25,4,4,8,0,1,1,0,0,0,1,1,0,0,0,1,1,1
561,Block B,51,46,3,active,7,7,13,3,3,7,0,0,0,0,1,0,0,0,1,1,0,1,0,1
562,Block C,28,32,3,moderate,4,4,25,4,3,5,1,0,0,0,0,1,1,0,1,0,0,1,0,0
563,Block D,44,54,3,active,7,7,11,4,4,7,1,1,1,1,1,1,1,0,1,0,1,0,0,0
564,Block C,23,22,2,moderate,6,6,11,4,3,7,0,0,0,1,1,0,1,0,1,0,0,0,1,0
565,Block A,47,58,3,active,5,5,25,4,4,6,1,1,1,1,0,0,0,1,0,1,1,1,0,0
566,Block C,10,49,2,active,5,5,13,3,4,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0
567,Block A,54,44,3,moderate,4,4,26,4,4,7,1,0,0,1,0,1,0,0,0,0,1,0,0,0
568,Block A,26,7,3,moderate,7,7,12,4,4,7,0,0,1,0,0,0,1,1,1,0,0,0,0,0
569,Block A,33,10,3,active,6,6,13,4,3,8,1,0,1,1,1,0,0,0,0,0,0,0,0,0
570,Block D,50,42,2,active,7,7,29,3,4,5,1,1,1,1,1,0,1,0,0,0,0,0,1,1
571,Block B,7,32,3,active,6,6,13,4,4,7,0,1,0,1,1,1,1,1,0,0,0,0,0,1
572,Block C,57,23,2,active,7,7,29,4,4,8,1,1,0,0,0,0,1,0,0,0,0,0,1,1
573,Block D,39,52,3,moderate,7,7,17,4,4,8,1,0,1,1,1,1,0,1,0,0,0,0,0,1
574,Block D,59,32,2,active,5,5,26,3,4,8,0,0,1,0,1,0,1,1,0,1,1,1,0,1
575,Block D,36,31,3,moderate,6,6,29,3,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0
576,Block A,17,23,2,active,5,5,12,4,3,5,0,0,1,1,0,0,1,0,0,0,0,1,0,0
577,Block B,38,59,3,active,7,7,16,4,3,7,1,1,0,1,0,0,0,1,1,1,1,0,0,1
578,Block B,37,26,3,active,6,6,22,3,4,6,1,0,0,0,0,0,1,1,1,1,0,0,0,0
579,Block D,56,20,2,active,5,5,28,3,3,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0
580,Block B,37,43,3,active,6,6,13,3,4,5,0,0,1,1,1,0,0,0,1,1,1,0,1,1
581,Block A,28,7,2,moderate,5,5,13,3,3,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0
582,Block D,15,38,3,active,6,6,17,3,3,6,1,0,0,0,1,0,0,0,0,1,0,0,1,1
583,Block B,23,37,2,moderate,5,5,14,3,4,7,0,1,1,1,0,0,0,1,1,0,0,0,1,0
584,Block C,37,19,2,active,5,5,15,3,4,5,1,1,1,1,0,0,1,1,1,0,0,0,0,0
585,Block B,26,48,2,active,7,7,12,4,4,5,0,1,1,0,1,0,1,0,0,1,0,0,1,1
586,Block B,25,8,3,active,4,4,27,3,3,6,0,0,0,0,1,1,1,1,0,0,1,1,1,1
587,Block A,6,59,3,active,7,7,26,4,3,8,1,0,1,0,1,1,1,1,0,1,1,0,1,0
588,Block A,57,53,3,moderate,4,4,13,3,4,8,1,0,1,0,0,1,0,1,0,0,0,0,1,0
589,Block A,52,15,2,moderate,4,4,21,3,4,6,0,1,0,1,1,0,0,0,1,0,0,0,0,0
590,Block A,20,33,3,moderate,4,4,23,3,4,5,0,1,0,1,1,1,0,1,0,1,1,1,1,0
591,Block B,13,16,2,moderate,4,4,23,3,4,5,0,1,1,0,1,1,0,1,0,0,0,0,0,0
592,Block A,51,40,2,active,4,4,30,4,4,8,0,0,1,0,0,0,1,1,1,1,1,0,0,0
593,Block A,52,25,2,active,7,7,23,3,3,6,0,0,1,0,0,0,1,1,1,1,0,1,1,0
594,Block D,55,32,2,moderate,7,7,24,3,3,5,1,1,1,0,1,1,1,1,0,0,0,0,0,0
595,Block D,36,58,3,active,6,6,10,4,3,8,0,0,1,0,1,1,1,0,1,0,0,1,0,0
596,Block B,46,40,3,active,4,4,11,4,4,7,0,1,0,0,1,1,0,1,0,0,1,0,0,0
597,Block D,46,53,3,moderate,7,7,22,3,3,6,0,1,0,1,0,1,1,0,0,0,0,1,0,0
598,Block A,17,40,3,moderate,6,6,29,3,4,6,0,0,1,0,1,1,0,1,0,0,1,0,1,0
599,Block A,34,32,3,moderate,6,6,18,3,3,5,1,0,0,1,0,1,1,1,1,0,0,0,0,1
600,Block B,20,6,2,active,7,7,23,4,3,8,0,0,0,0,0,0,0,1,0,1,0,0,0,1
601,Block B,47,10,2,moderate,5,5,14,4,4,8,0,0,1,1,0,0,0,1,0,0,0,0,0,1
602,Block A,59,35,3,active,5,5,19,3,3,5,1,1,0,1,0,1,0,0,0,1,0,0,1,0
603,Block D,10,33,2,active,7,7,25,3,4,7,1,0,1,0,1,0,0,0,1,0,0,0,1,1
604,Block D,10,33,2,active,6,6,23,4,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0
605,Block B,20,52,3,moderate,6,6,12,4,4,6,1,0,0,1,0,0,0,0,0,0,0,1,1,0
606,Block B,12,11,2,moderate,6,6,28,4,3,7,1,0,0,0,1,0,1,0,1,0,0,0,0,1
607,Block C,6,42,3,moderate,7,7,29,4,4,5,1,1,1,0,1,0,1,1,1,0,1,1,1,0
608,Block D,59,47,3,active,5,5,20,4,4,7,1,1,1,0,0,1,0,0,0,0,1,0,0,1
609,Block B,38,41,3,active,4,4,17,3,3,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1
610,Block C,48,18,3,active,5,5,21,3,4,7,1,0,0,0,1,1,1,0,0,1,0,1,0,0
611,Block A,37,28,2,moderate,6,6,26,4,3,6,1,0,0,0,0,0,0,1,0,0,1,1,0,0
612,Block C,47,8,2,active,7,7,19,4,3,5,1,0,1,0,0,1,1,0,0,1,0,1,0,1
613,Block D,43,15,3,active,5,5,10,3,3,8,0,0,1,1,0,1,0,1,1,1,1,0,0,0
614,Block B,14,50,3,moderate,6,6,11,3,4,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0
615,Block C,14,39,2,active,7,7,27,4,4,8,0,0,0,1,1,0,0,0,1,1,1,1,0,0
616,Block C,32,53,3,moderate,7,7,26,3,3,8,1,0,1,1,0,0,0,0,0,0,0,0,0,1
617,Block C,26,44,3,active,7,7,26,4,3,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0
618,Block C,52,19,2,moderate,7,7,12,3,4,7,1,1,0,0,0,1,1,1,0,0,0,0,1,1
619,Block D,22,50,3,active,6,6,13,3,4,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0
620,Block A,24,43,3,active,5,5,18,4,4,7,0,1,0,1,0,1,1,0,0,1,0,1,0,0
621,Block D,35,16,3,active,5,5,14,3,3,7,0,0,0,0,1,1,0,0,0,1,1,1,1,0
622,Block D,16,6,3,active,6,6,18,3,3,6,0,1,1,0,0,0,0,0,0,1,0,1,0,1
623,Block D,53,48,3,moderate,4,4,21,3,3,7,1,1,0,0,0,1,1,0,0,0,0,0,0,0
624,Block B,6,45,3,active,6,6,15,4,4,6,1,0,1,0,0,0,1,0,1,0,0,0,0,0
625,Block C,52,10,2,active,6,6,12,4,4,8,1,0,1,0,1,0,0,1,0,0,0,0,1,0
626,Block B,40,31,3,moderate,6,6,18,3,4,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1
627,Block D,54,56,3,active,5,5,25,3,3,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0
628,Block B,22,49,3,moderate,6,6,22,3,4,7,1,1,1,1,1,1,0,1,1,1,1,1,0,0
629,Block B,55,50,3,moderate,4,4,16,3,4,8,0,0,0,1,0,1,1,0,0,0,1,0,1,0
630,Block C,53,27,2,active,6,6,16,3,3,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0
631,Block A,31,12,2,moderate,7,7,22,4,3,7,0,0,0,1,0,0,1,1,0,1,1,0,1,1
632,Block B,21,25,2,active,7,7,13,3,4,8,0,0,1,1,1,0,0,1,0,1,0,0,0,0
633,Block A,16,43,3,active,7,7,27,3,4,5,0,1,1,0,1,0,0,1,0,0,0,0,0,1
634,Block B,14,52,3,active,5,5,28,4,4,7,0,0,1,1,0,1,0,1,0,0,1,0,0,1
635,Block B,38,41,2,moderate,4,4,10,3,3,8,0,0,1,0,1,0,0,0,0,1,1,0,1,0
636,Block A,58,8,3,moderate,6,6,30,4,3,6,0,1,0,0,0,1,1,1,1,0,0,0,0,1
637,Block D,37,38,2,moderate,4,4,10,4,4,5,0,1,1,1,0,0,1,0,0,0,0,1,0,0
638,Block B,59,16,2,moderate,5,5,19,4,4,6,1,1,1,1,1,0,1,1,0,0,0,1,1,0
639,Block B,47,39,3,active,6,6,24,3,3,6,0,0,0,0,1,1,1,1,0,0,0,1,0,0
640,Block A,43,28,2,moderate,6,6,16,3,3,7,0,1,1,1,0,1,0,1,1,0,0,0,0,1
641,Block D,45,35,3,moderate,6,6,14,3,3,6,1,1,1,0,1,0,1,1,1,0,0,0,0,0
642,Block D,57,38,3,moderate,7,7,10,3,4,6,0,0,0,0,1,1,1,0,0,0,1,0,0,1
643,Block B,53,41,2,moderate,4,4,25,4,3,8,0,0,0,0,0,0,1,1,1,0,1,1,0,0
644,Block B,14,6,2,moderate,7,7,10,4,3,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0
645,Block B,38,59,2,active,6,6,20,3,4,8,0,0,1,1,1,0,0,1,0,0,1,0,0,1
646,Block D,31,37,2,moderate,5,5,18,3,4,7,1,1,0,0,1,0,1,1,0,0,1,1,1,0
647,Block A,54,33,3,moderate,5,5,30,4,3,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0
648,Block C,17,26,3,moderate,6,6,29,3,3,5,0,1,1,1,0,0,0,1,0,1,0,0,0,1
649,Block D,51,11,3,active,6,6,27,4,3,8,1,1,1,0,0,1,0,0,0,0,1,1,0,0
650,Block D,32,40,3,moderate,5,5,25,4,3,8,1,1,1,0,0,0,1,0,0,0,1,0,0,1
651,Block D,57,25,3,active,4,4,21,4,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1
652,Block D,49,55,3,active,4,4,17,3,4,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0
653,Block A,24,42,3,moderate,5,5,13,4,3,6,0,1,0,0,1,0,1,1,0,0,1,1,1,0
654,Block A,52,30,3,active,5,5,30,3,4,6,1,0,1,1,0,1,0,0,1,0,1,0,0,1
655,Block A,16,7,3,moderate,6,6,18,3,3,8,1,1,0,1,1,0,0,0,0,1,0,1,0,1
656,Block C,6,36,2,active,7,7,19,3,4,7,1,1,1,0,0,1,1,0,1,1,0,0,0,0
657,Block B,33,52,2,moderate,4,4,12,4,4,5,0,0,1,0,0,1,0,0,1,0,1,0,0,0
658,Block A,27,31,3,moderate,5,5,15,4,4,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0
659,Block C,12,41,2,active,4,4,23,3,4,8,1,0,1,1,1,1,0,0,0,1,0,1,1,0
660,Block A,60,12,2,moderate,7,7,18,3,3,6,0,1,1,0,0,0,0,1,0,1,0,1,1,0
661,Block B,8,28,2,active,6,6,22,4,4,8,1,0,1,0,1,0,1,0,0,1,0,1,0,0
662,Block B,38,49,2,moderate,4,4,14,4,4,7,0,1,0,1,0,0,0,1,0,1,1,1,0,0
663,Block D,20,29,3,moderate,5,5,11,4,3,8,0,1,0,1,0,0,1,1,1,1,0,0,0,0
664,Block C,22,54,3,active,6,6,28,3,3,8,0,0,0,0,0,0,0,0,0,1,1,1,0,1
665,Block C,17,28,2,moderate,7,7,19,3,4,5,0,0,1,0,1,0,1,1,0,0,0,0,0,0
666,Block D,27,50,3,moderate,6,6,17,3,3,8,1,0,0,0,0,1,1,0,0,1,1,0,1,0
667,Block A,42,41,3,moderate,5,5,16,4,4,5,0,1,0,1,1,0,0,0,0,1,0,0,0,0
668,Block B,23,58,3,moderate,6,6,23,3,4,8,1,0,1,0,0,1,1,1,0,0,0,0,0,0
669,Block D,45,35,3,active,6,6,21,3,3,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1
670,Block C,30,31,2,moderate,6,6,18,4,4,6,1,1,1,1,1,1,1,0,1,0,1,0,0,0
671,Block A,49,25,2,active,4,4,29,4,4,5,1,0,0,0,0,0,1,1,0,1,0,0,1,0
672,Block A,30,41,3,active,6,6,28,3,3,6,1,0,0,0,0,0,0,0,0,0,0,1,1,1
673,Block A,26,59,3,moderate,4,4,14,4,4,6,1,1,0,1,0,0,0,1,0,0,0,1,1,0
674,Block A,33,15,3,active,7,7,23,4,3,7,0,0,0,0,0,1,1,1,0,0,1,0,1,0
675,Block C,43,57,3,moderate,7,7,30,3,3,5,1,0,1,1,0,1,1,0,0,0,0,1,0,1
676,Block A,31,59,3,active,6,6,20,3,4,5,1,1,1,1,0,0,0,1,0,0,1,0,1,1
677,Block D,55,48,2,moderate,6,6,10,3,4,6,0,1,1,0,1,1,0,0,0,0,0,0,1,0
678,Block C,34,37,3,moderate,4,4,12,3,3,8,1,0,1,1,0,1,0,0,1,0,1,1,0,1
679,Block D,22,53,2,active,7,7,24,3,3,6,0,1,1,1,0,1,1,1,0,0,0,0,0,0
680,Block B,7,20,2,active,5,5,28,3,3,6,1,0,1,1,1,0,1,0,0,0,0,1,0,0
681,Block D,27,40,2,active,5,5,12,4,3,5,0,0,0,1,0,1,1,1,1,0,1,0,1,0
682,Block B,8,50,3,moderate,6,6,21,4,3,6,1,1,0,0,1,1,1,0,1,0,0,0,0,1
683,Block C,7,50,2,moderate,7,7,20,4,4,6,0,0,1,0,1,0,1,0,0,1,1,0,1,0
684,Block A,26,38,3,active,5,5,15,3,3,6,1,0,1,1,0,0,0,1,1,1,0,1,1,1
685,Block D,21,27,3,moderate,6,6,23,4,3,6,0,1,0,0,0,0,1,1,1,1,0,0,1,1
686,Block C,54,58,3,active,6,6,28,4,3,6,1,0,0,0,0,1,0,0,0,0,1,0,0,1
687,Block A,46,43,2,active,5,5,15,4,4,7,0,0,0,0,0,0,1,1,0,0,0,0,0,1
688,Block D,49,48,3,active,6,6,11,4,4,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0
689,Block D,36,40,2,active,7,7,17,3,4,8,0,1,1,1,1,0,1,0,0,0,0,0,0,0
690,Block A,12,54,3,moderate,5,5,16,4,3,7,0,1,0,1,1,1,1,1,1,0,0,1,0,0
691,Block D,52,32,3,moderate,7,7,25,4,4,7,0,1,1,1,0,1,1,1,0,0,1,0,1,0
692,Block C,33,36,2,moderate,7,7,21,4,4,7,1,0,1,0,1,0,0,0,0,0,0,0,0,1
693,Block B,29,50,2,moderate,7,7,10,3,4,8,0,1,0,0,0,0,1,1,0,0,0,0,0,1
694,Block C,39,34,2,active,6,6,17,4,4,6,1,1,1,1,1,1,0,0,0,0,0,0,1,0
695,Block D,15,19,3,active,7,7,25,4,4,8,0,0,1,0,1,0,0,1,1,0,0,1,0,0
696,Block B,32,47,3,moderate,6,6,20,4,4,5,1,0,0,1,0,0,1,1,0,0,1,1,1,1
697,Block C,39,26,2,moderate,7,7,21,3,4,5,0,1,0,1,0,1,1,0,0,0,1,0,0,0
698,Block A,44,11,3,moderate,6,6,15,3,4,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0
699,Block D,33,26,2,active,7,7,16,4,4,8,0,1,0,0,1,0,1,1,1,1,0,0,0,0
700,Block D,60,8,3,moderate,7,7,12,4,4,5,0,0,0,1,0,0,0,1,1,0,0,1,0,0
701,Block A,60,54,2,moderate,7,7,11,3,3,7,0,0,0,0,1,1,1,0,0,0,1,1,0,1
702,Block B,11,60,2,moderate,6,6,10,4,4,7,0,1,0,1,0,1,1,0,0,0,0,1,1,0
703,Block A,10,20,3,moderate,6,6,23,4,3,5,0,1,1,1,0,0,1,0,0,0,0,0,1,0
704,Block B,34,56,2,active,7,7,13,3,4,7,1,0,0,0,1,1,1,1,0,1,0,0,0,0
705,Block B,51,45,2,active,5,5,22,3,3,7,0,1,1,1,0,1,1,1,0,1,1,1,0,0
706,Block D,34,58,3,active,4,4,30,4,4,7,1,0,0,0,0,1,1,1,0,0,0,0,0,0
707,Block C,17,14,2,active,7,7,24,4,4,7,0,1,1,0,1,0,0,0,1,1,0,0,0,0
708,Block D,36,9,3,moderate,6,6,22,4,4,8,0,0,0,1,0,0,0,1,0,0,1,1,0,1
709,Block D,57,56,2,moderate,5,5,12,4,3,5,0,0,1,1,1,1,1,0,0,0,1,1,0,1
710,Block C,15,20,2,active,6,6,20,3,4,7,0,0,1,1,1,0,0,0,1,1,0,0,0,0
711,Block A,30,38,2,active,4,4,28,3,4,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0
712,Block D,41,55,3,moderate,5,5,18,4,3,8,1,0,1,0,0,0,0,0,1,0,0,1,0,1
713,Block D,27,24,2,moderate,5,5,27,4,3,6,1,0,0,0,0,1,1,1,0,1,0,0,1,0
714,Block A,8,10,2,active,5,5,24,3,4,8,1,1,1,0,1,0,0,0,1,0,0,1,0,0
715,Block A,42,49,3,moderate,7,7,15,4,4,7,0,0,1,0,1,0,1,0,0,0,1,0,0,0
716,Block D,46,30,2,active,6,6,12,3,4,5,0,0,0,0,1,1,1,1,1,0,1,1,0,0
717,Block B,42,7,2,active,4,4,10,3,3,8,1,0,0,0,1,0,0,0,1,0,0,1,0,1
718,Block B,42,24,2,active,5,5,15,3,3,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0
719,Block B,42,35,2,moderate,4,4,16,3,4,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1
720,Block D,24,54,2,moderate,7,7,23,4,4,6,0,0,1,1,0,0,1,0,0,0,0,0,1,1
721,Block B,6,18,3,moderate,5,5,22,4,4,7,0,1,0,1,1,1,1,0,0,0,0,1,0,1
722,Block B,60,34,2,active,5,5,20,3,3,6,1,0,0,1,0,0,0,1,1,0,1,0,0,1
723,Block B,17,15,2,moderate,5,5,25,4,3,7,0,1,0,0,0,1,0,0,0,1,0,0,0,1
724,Block A,51,21,3,moderate,4,4,26,4,3,7,0,0,1,1,0,0,0,0,1,0,0,1,0,0
725,Block A,35,20,2,active,7,7,24,4,4,5,1,1,0,1,0,0,0,1,0,0,0,1,0,1
726,Block B,35,34,3,active,6,6,28,3,4,5,1,0,0,0,0,0,1,0,0,1,0,1,0,0
727,Block A,7,42,2,active,5,5,17,4,3,6,0,1,1,0,0,0,0,1,1,0,0,0,0,1
728,Block D,60,12,3,moderate,5,5,27,3,3,5,0,1,0,0,1,0,1,0,0,0,1,1,0,0
729,Block B,35,10,3,active,6,6,18,3,4,8,1,0,1,1,1,0,1,1,0,0,1,1,0,0
730,Block C,51,46,2,active,4,4,13,4,3,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0
731,Block B,48,22,3,moderate,7,7,13,3,3,6,0,0,0,0,1,0,1,1,0,1,1,1,0,0
732,Block D,13,40,2,moderate,6,6,11,3,3,7,0,0,1,1,0,1,0,1,0,0,0,0,1,0
733,Block B,58,10,3,moderate,4,4,30,4,4,8,0,1,0,0,1,0,1,1,0,1,1,1,0,0
734,Block A,38,39,2,moderate,6,6,13,4,4,7,1,1,0,0,0,0,1,1,0,0,0,1,0,0
735,Block B,16,56,3,active,7,7,27,3,4,7,1,1,1,1,1,1,1,0,1,0,0,0,0,0
736,Block A,37,30,3,moderate,4,4,26,3,3,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0
737,Block C,39,37,3,active,6,6,19,3,4,8,1,1,1,1,0,0,0,1,0,0,0,0,0,0
738,Block C,41,22,2,active,6,6,29,4,4,5,1,1,0,0,1,0,1,1,0,0,1,0,0,0
739,Block B,23,21,3,moderate,7,7,29,4,3,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0
740,Block B,57,9,3,active,6,6,29,4,4,6,1,0,0,0,1,1,0,1,1,0,0,1,1,0
741,Block C,19,32,3,active,6,6,20,3,3,8,0,0,1,0,0,0,1,1,0,1,0,0,0,0
742,Block C,33,58,3,moderate,7,7,16,3,4,8,0,0,1,0,0,1,0,1,0,1,0,0,1,1
743,Block D,52,12,2,active,7,7,10,3,4,7,0,0,0,1,1,0,1,1,0,0,0,0,0,0
744,Block D,10,28,3,active,5,5,27,3,4,7,0,0,1,1,0,0,0,1,0,1,0,0,1,0
745,Block A,28,52,3,moderate,6,6,28,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,Block C,32,33,2,moderate,4,4,21,3,4,7,0,0,1,0,0,0,0,1,0,0,1,0,1,1
747,Block A,48,47,3,moderate,7,7,11,4,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0
748,Block B,49,26,3,active,7,7,27,4,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
749,Block C,49,39,2,moderate,5,5,16,3,3,5,0,0,1,1,0,0,0,1,0,0,0,1,1,0
750,Block C,25,60,2,moderate,6,6,21,4,4,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0
751,Block D,33,38,2,active,7,7,23,4,3,8,0,1,0,1,1,1,1,0,0,1,1,0,0,0
752,Block D,7,49,2,active,4,4,13,3,4,8,1,1,0,0,1,0,1,1,0,0,0,1,0,1
